Project,Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-In,Fan-Out,DIT,File
flask_app,flask_app,auth,,22,-1,1,1,0,0,0,1,1,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/auth.py
flask_app,flask_app,app2,,0,0,0,0,0,0,-1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/app2.py
flask_app,flask_app,constants,,0,0,0,0,123,123,-1,6,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/constants.py
flask_app,flask_app,booking,,556,37,12,12,0,0,0,0,2,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/booking.py
flask_app,flask_app,test_db_connection,,0,0,0,0,5,5,-1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/test_db_connection.py
flask_app,flask_app,app,,314,30,18,18,5,5,0.17,5,4,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/app.py
flask_app,flask_app,__init__ ,,0,0,0,0,2,2,-1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/__init__ .py
flask_app,flask_app,shop,,764,77,16,16,1,1,0.44,0,2,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/shop.py
flask_app,flask_app.tests,test_bookings,,286,27,0,0,0,0,-1,0,1,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_bookings.py
flask_app,flask_app.tests,test_bookings,TestBookingHelpers,47,10,8,8,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_bookings.py
flask_app,flask_app.tests,test_bookings,TestGetBookingsAPI,47,4,4,4,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_bookings.py
flask_app,flask_app.tests,test_bookings,TestCreateBookingAPI,120,8,8,8,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_bookings.py
flask_app,flask_app.tests,test_bookings,TestCancelBookingAPI,72,5,5,5,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_bookings.py
flask_app,flask_app.tests,test_flights,,12,1,1,1,0,0,0,0,1,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_flights.py
flask_app,flask_app.tests,conftest,,3,1,1,1,1,1,0,0,1,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/conftest.py
flask_app,flask_app.tests,test_shopping_component,,357,20,0,0,0,0,-1,0,1,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py
flask_app,flask_app.tests,test_shopping_component,TestProductImages,44,2,2,2,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py
flask_app,flask_app.tests,test_shopping_component,TestProductVariants,97,4,4,4,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py
flask_app,flask_app.tests,test_shopping_component,TestStockQuantity,42,2,2,2,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py
flask_app,flask_app.tests,test_shopping_component,TestTimeParsing,36,5,5,5,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py
flask_app,flask_app.tests,test_shopping_component,TestShopStatusText,96,4,4,4,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py
flask_app,flask_app.tests,test_shopping_component,TestBookingWithVariants,42,3,3,3,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py
flask_app,flask_app.tests,test_login,,61,9,9,9,0,0,0.78,0,2,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_login.py
flask_app,flask_app.tests,test_arrivals_departures,,44,2,2,2,0,0,1,0,1,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_arrivals_departures.py
flask_app,flask_app.tests,test_flight_details,,16,1,1,1,0,0,0,0,1,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_flight_details.py
flask_app,flask_app.tests,test_subscribe,,21,2,2,2,0,0,1,0,2,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_subscribe.py
flask_app,flask_app.tests,test_shops,,667,42,42,42,0,0,1,0,1,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py
flask_app,flask_app.tests,test_integration,,443,46,0,0,0,0,-1,0,1,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py
flask_app,flask_app.tests,test_integration,TestGetShops,119,10,10,10,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py
flask_app,flask_app.tests,test_integration,TestGetShopById,31,3,3,3,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py
flask_app,flask_app.tests,test_integration,TestShopHours,28,2,2,2,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py
flask_app,flask_app.tests,test_integration,TestShopCategories,22,2,2,2,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py
flask_app,flask_app.tests,test_integration,TestShopCatalog,23,2,2,2,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py
flask_app,flask_app.tests,test_integration,TestShopItems,32,2,2,2,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py
flask_app,flask_app.tests,test_integration,TestItemCategories,16,1,1,1,0,0,0,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py
flask_app,flask_app.tests,test_integration,TestPickupCodes,20,6,4,4,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py
flask_app,flask_app.tests,test_integration,TestGetBookings,28,2,2,2,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py
flask_app,flask_app.tests,test_integration,TestCreateBooking,33,3,3,3,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py
flask_app,flask_app.tests,test_integration,TestCancelBooking,40,4,4,4,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py
flask_app,flask_app.tests,test_integration,TestExpireBookings,19,2,2,2,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py
flask_app,flask_app.tests,test_integration,TestReservationExpiry,15,3,3,3,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py
flask_app,flask_app.tests,test_integration,TestStockManagement,17,4,4,4,0,0,1,0,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py
flask_app,flask_app.tests,test_constants,,0,0,0,0,80,80,-1,9,0,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_constants.py
flask_app,flask_app.helper,helper_cron_jobs,,237,47,4,4,3,3,0.25,1,1,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_cron_jobs.py
flask_app,flask_app.helper,helper_firebase_notification,,184,30,3,2,1,1,0.33,1,1,0,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_firebase_notification.py
